id,capitulo,titulo_capitulo,nro_articulo,texto
688,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 129,"El Tribunal Calificador comunicará al Presidente de la República el resultado del plebiscito, y especificará el texto del proyecto aprobado por la ciudadanía, el que deberá ser promulgado como reforma constitucional dentro de los cinco días siguientes a dicha comunicación."
689,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 129,"Una vez promulgado el proyecto y desde la fecha de su vigencia, sus disposiciones formarán parte de la Constitución y se tendrán por incorporadas a ésta."
690,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 129,Del procedimiento para elaborar una Nueva Constitución Política de la República
691,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 130,Del Plebiscito Nacional.
692,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 130,"Tres días después de la entrada en vigencia de este artículo, el Presidente de la República convocará mediante un decreto supremo exento a un plebiscito nacional para el día 25 de octubre de 2020."
693,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 130,"En el plebiscito señalado, la ciudadanía dispondrá de dos cédulas electorales. La primera contendrá la siguiente pregunta: ""¿Quiere usted una Nueva Constitución?"". Bajo la cuestión planteada habrá dos rayas horizontales, una al lado de la otra. La primera línea tendrá en su parte inferior la expresión ""Apruebo"" y la segunda, la expresión ""Rechazo"", a fin de que el elector pueda marcar su preferencia sobre una de las alternativas."
694,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 130,"La segunda cédula contendrá la pregunta: ""¿Qué tipo de órgano debiera redactar la Nueva Constitución?"". Bajo la cuestión planteada habrá dos rayas horizontales, una al lado de la otra. La primera de ellas tendrá en su parte inferior la expresión ""Convención Mixta Constitucional"" y la segunda, la expresión ""Convención Constitucional"". Bajo la expresión ""Convención Mixta Constitucional"" se incorporará la oración: ""Integrada en partes iguales por miembros elegidos popularmente y parlamentarios o parlamentarias en ejercicio"". Bajo la expresión ""Convención Constitucional"" se incorporará la oración: ""Integrada exclusivamente por miembros elegidos popularmente"", a fin de que el elector pueda marcar su preferencia sobre una de las alternativas."
695,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 130,"A efecto de este plebiscito, se aplicarán las disposiciones pertinentes contenidas en los siguientes cuerpos legales, en su texto vigente al 1 de enero de 2020:"
696,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 130,"a) Decreto con fuerza de ley Nº 2, del año 2017, del Ministerio Secretaría General de la Presidencia, que fija el texto refundido, coordinado y sistematizado de la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en los siguientes pasajes: Párrafo V, Párrafo VI, con excepción del inciso sexto del artículo 32 e incisos segundo a cuarto del artículo 33, Párrafo VII, VIII, IX, X y XI del Título I; Título II al X inclusive; Título XII y XIII;"
697,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 130,"b) Decreto con fuerza de ley Nº 5, del año 2017, del Ministerio Secretaría General de la Presidencia, que fija el texto refundido, coordinado y sistematizado de la ley Nº 18.556, orgánica constitucional sobre Sistema de Inscripciones Electorales y Servicio Electoral;"
698,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 130,"c) Decreto con fuerza de ley Nº 4, del año 2017, del Ministerio Secretaría General de la Presidencia, que fija el texto refundido, coordinado y sistematizado de la ley Nº 18.603, orgánica constitucional de Partidos Políticos, en los siguientes pasajes: Título I, V, VI, IX y X."
699,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 130,"Los canales de televisión de libre recepción deberán destinar gratuitamente treinta minutos diarios de sus transmisiones a propaganda electoral sobre este plebiscito, debiendo dar expresión a las dos opciones contempladas en cada cédula, conforme a un acuerdo que adoptará el Consejo Nacional de Televisión y que será publicado en el Diario Oficial, dentro del plazo de treinta días contado desde la publicación de la convocatoria al plebiscito nacional, respetando una estricta igualdad de promoción de las opciones plebiscitadas. De este acuerdo podrá reclamarse ante el Tribunal Calificador de Elecciones dentro del plazo de tres días contado desde la publicación del mismo. El Tribunal Calificador de Elecciones resolverá la reclamación sumariamente dentro del plazo de cinco días contado desde la fecha de su respectiva interposición."
700,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 130,"El Tribunal Calificador de Elecciones conocerá del escrutinio general y proclamará aprobadas las cuestiones que hayan obtenido más de la mitad de los sufragios válidamente emitidos. Para estos efectos, los votos nulos y blancos se considerarán como no emitidos. El proceso de calificación del plebiscito nacional deberá quedar concluido dentro de los treinta días siguientes a la fecha de éste. La sentencia de proclamación del plebiscito será comunicada dentro de los tres días siguientes de su dictación al Presidente de la República y al Congreso Nacional."
701,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 130,"Si la ciudadanía hubiere aprobado elaborar una Nueva Constitución, el Presidente de la República deberá convocar, mediante decreto supremo exento, dentro de los cinco días siguientes a la comunicación a que alude el inciso anterior, a elección de los miembros de la Convención Mixta Constitucional o Convención Constitucional, según corresponda. Esta elección se llevará a cabo los días 15 y 16 de mayo de 2021."
702,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 131,De la Convención.
703,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 131,"Para todos los efectos de este epígrafe, se entenderá que la voz ""Convención"" sin más, hace referencia a la Convención Mixta Constitucional y a la Convención Constitucional, sin distinción alguna."
704,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 131,A los integrantes de la Convención se les llamará Convencionales Constituyentes.
705,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 131,"Además de lo establecido en los artículos 139, 140 y 141 de la Constitución, a la elección de Convencionales Constituyentes a la que hace referencia el inciso final del artículo 130, serán aplicables las disposiciones pertinentes a la elección de diputados, contenidas en los siguientes cuerpos legales, en su texto vigente al 25 de junio del año 2020:"
706,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 131,"a) Decreto con fuerza de ley Nº 2, del año 2017, del Ministerio Secretaría General de la Presidencia, que fija el texto refundido, coordinado y sistematizado de la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, con excepción del inciso quinto del artículo 32;"
707,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 131,"b) Decreto con fuerza de ley Nº 5, del año 2017, del Ministerio Secretaría General de la Presidencia, que fija el texto refundido, coordinado y sistematizado de la ley Nº 18.556, orgánica constitucional sobre Sistema de Inscripciones Electorales y Servicio Electoral;"
708,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 131,"c) Decreto con fuerza de ley Nº 4, del año 2017, del Ministerio Secretaría General de la Presidencia, que fija el texto refundido, coordinado y sistematizado de la ley Nº 18.603, orgánica constitucional de Partidos Políticos;"
709,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 131,"d) Decreto con fuerza de ley Nº 3, del año 2017, del Ministerio Secretaría General de la Presidencia, que fija el texto refundido, coordinado y sistematizado de la ley Nº 19.884, sobre Transparencia, Límite y Control del Gasto Electoral."
710,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 131,El proceso de calificación de la elección de Convencionales Constituyentes deberá quedar concluido dentro de los treinta días siguientes a la fecha de ésta. La sentencia de proclamación será comunicada dentro de los tres días siguientes de su dictación al Presidente de la República y al Congreso Nacional.
711,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 132,De los requisitos e incompatibilidades de los candidatos.
712,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 132,Podrán ser candidatos a la Convención aquellos ciudadanos que reúnan las condiciones contempladas en el artículo 13 de la Constitución.
713,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 132,"No será aplicable a los candidatos a esta elección ningún otro requisito, inhabilidad o prohibición, salvo las establecidas en este epígrafe y con excepción de las normas sobre afiliación e independencia de las candidaturas establecidas en el artículo 5, incisos cuarto y sexto, del decreto con fuerza de ley Nº 2, del año 2017, del Ministerio Secretaría General de la Presidencia, que fija el texto refundido, coordinado y sistematizado de la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios."
714,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 132,"Los Ministros de Estado, los intendentes, los gobernadores, los alcaldes, los consejeros regionales, los concejales, los subsecretarios, los secretarios regionales ministeriales, los jefes de servicio, los miembros del Consejo del Banco Central, los miembros del Consejo del Servicio Electoral, los miembros y funcionarios de los diferentes escalafones del Poder Judicial, del Ministerio Público, de la Contraloría General de la República, así como los del Tribunal Constitucional, del Tribunal de Defensa de la Libre Competencia, del Tribunal de Contratación Pública, del Tribunal Calificador de Elecciones y de los tribunales electorales regionales; los consejeros del Consejo para la Transparencia, y los miembros activos de las Fuerzas Armadas y de Orden y Seguridad Pública, que declaren sus candidaturas a miembros de la Convención, cesarán en sus cargos por el solo ministerio de la Constitución, desde el momento en que sus candidaturas sean inscritas en el Registro Especial a que hace referencia el inciso primero del artículo 21 del decreto con fuerza de ley Nº 2, del año 2017, del Ministerio Secretaría General de la Presidencia, que fija el texto refundido, coordinado y sistematizado de la ley Nº 18.700. Lo dispuesto precedentemente le será aplicable a los senadores y diputados solo respecto de la Convención Constitucional."
715,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 132,Las personas que desempeñen un cargo directivo de naturaleza gremial o vecinal deberán suspender dichas funciones desde el momento que sus candidaturas sean inscritas en el Registro Especial mencionado en el inciso anterior.
716,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 133,Del funcionamiento de la Convención.
717,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 133,"Dentro de los tres días siguientes a la recepción de la comunicación a que hace referencia el inciso final del artículo 131, el Presidente de la República convocará, mediante decreto supremo exento, a la primera sesión de instalación de la Convención, señalando además, el lugar de la convocatoria. En caso de no señalarlo, se instalará en la sede del Congreso Nacional. Dicha instalación deberá realizarse dentro de los quince días posteriores a la fecha de publicación del decreto."
718,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 133,"En su primera sesión, la Convención deberá elegir a un Presidente y a un Vicepresidente por mayoría absoluta de sus miembros en ejercicio."
719,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 133,La Convención deberá aprobar las normas y el reglamento de votación de las mismas por un quórum de dos tercios de sus miembros en ejercicio.
720,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 133,La Convención no podrá alterar los quórum ni procedimientos para su funcionamiento y para la adopción de acuerdos.
721,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 133,"La Convención deberá constituir una secretaría técnica, la que será conformada por personas de comprobada idoneidad académica o profesional."
722,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 133,"Corresponderá al Presidente de la República, o a los órganos que éste determine, prestar el apoyo técnico, administrativo y financiero que sea necesario para la instalación y funcionamiento de la Convención."
723,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 134,Del estatuto de los Convencionales Constituyentes.
724,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 134,"A los integrantes de la Convención les será aplicable lo establecido en los artículos 51, con excepción de los incisos primero y segundo; 58, 59, 60 y 61. Sin perjuicio de lo dispuesto en el artículo 60, los convencionales constituyentes podrán renunciar a su cargo cuando hechos graves afecten severamente su desempeño o pongan en riesgo el funcionamiento de la Convención Constitucional, y así lo califique el Tribunal Calificador de Elecciones."
725,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 134,"A contar de la proclamación del Tribunal Calificador de Elecciones, los funcionarios públicos, con excepción de los mencionados en el inciso tercero del artículo 132, así como los trabajadores de las empresas del Estado, podrán hacer uso de un permiso sin goce de remuneraciones mientras sirvan a la Convención, en cuyo caso no les serán aplicables lo señalado en el inciso primero del artículo 58 de la Constitución."
726,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 134,"Los Convencionales Constituyentes estarán afectos a las normas de la ley Nº 20.880, sobre probidad en la función pública y prevención de los conflictos de interés, aplicables a los diputados, y a la ley Nº 20.730, que regula el lobby y las gestiones que representen intereses particulares ante las autoridades y funcionarios."
727,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 134,Serán compatibles los cargos de parlamentario e integrantes de la Convención Mixta Constitucional. Los diputados y senadores que integren esta convención quedarán eximidos de su obligación de asistir a las sesiones de sala y comisión del Congreso durante el período en que ésta se mantenga en funcionamiento. El Congreso Nacional podrá incorporar medidas de organización para un adecuado trabajo legislativo mientras la Convención Mixta Constitucional se encuentre en funcionamiento.
728,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 134,"Los integrantes de la Convención, con excepción de los parlamentarios que la integren, recibirán una retribución mensual de 50 unidades tributarias mensuales, además de las asignaciones que se establezcan en el Reglamento de la Convención. Dichas asignaciones serán administradas por un comité externo que determine el mismo Reglamento."
729,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 135,Disposiciones especiales.
730,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 135,La Convención no podrá intervenir ni ejercer ninguna otra función o atribución de otros órganos o autoridades establecidas en esta Constitución o en las leyes.
731,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 135,"Mientras no entre en vigencia la Nueva Constitución en la forma establecida en este epígrafe, esta Constitución seguirá plenamente vigente, sin que pueda la Convención negarle autoridad o modificarla."
732,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 135,"En conformidad al artículo 5º, inciso primero, de la Constitución, mientras la Convención esté en funciones la soberanía reside esencialmente en la Nación y es ejercida por el pueblo a través de los plebiscitos y elecciones periódicas que la Constitución y las leyes determinan y, también, por las autoridades que esta Constitución establece. Le quedará prohibido a la Convención, a cualquiera de sus integrantes o a una fracción de ellos, atribuirse el ejercicio de la soberanía, asumiendo otras atribuciones que las que expresamente le reconoce esta Constitución."
733,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 135,"El texto de Nueva Constitución que se someta a plebiscito deberá respetar el carácter de República del Estado de Chile, su régimen democrático, las sentencias judiciales firmes y ejecutoriadas y los tratados internacionales ratificados por Chile y que se encuentren vigentes."
734,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 136,De la reclamación.
735,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 136,"Se podrá reclamar de una infracción a las reglas de procedimiento aplicables a la Convención, contenidas en este epígrafe y de aquellas de procedimiento que emanen de los acuerdos de carácter general de la propia Convención. En ningún caso se podrá reclamar sobre el contenido de los textos en elaboración."
736,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 136,"Conocerán de esta reclamación cinco ministros de la Corte Suprema, elegidos por sorteo por la misma Corte para cada cuestión planteada."
737,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 136,"La reclamación deberá ser suscrita por al menos un cuarto de los miembros en ejercicio de la Convención y se interpondrá ante la Corte Suprema, dentro del plazo de cinco días desde que se tomó conocimiento del vicio alegado."
738,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 136,"La reclamación deberá indicar el vicio que se reclama, el que deberá ser esencial, y el perjuicio que causa."
739,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 136,"El procedimiento para el conocimiento y resolución de las reclamaciones será establecido en un Auto Acordado que adoptará la Corte Suprema, el que no podrá ser objeto del control establecido en artículo 93 número 2 de la Constitución."
740,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 136,"La sentencia que acoja la reclamación solo podrá anular el acto. En todo caso, deberá resolverse dentro de los diez días siguientes desde que se entró al conocimiento del asunto. Contra las resoluciones de que trata este artículo no se admitirá acción ni recurso alguno."
741,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 136,"Ninguna autoridad, ni tribunal, podrán conocer acciones, reclamos o recursos vinculados con las tareas que la Constitución le asigna a la Convención, fuera de lo establecido en este artículo."
742,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 136,No podrá interponerse la reclamación a la que se refiere este artículo respecto del inciso final del artículo 135 de la Constitución.
743,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 137,Prórroga del plazo de funcionamiento de la Convención.
744,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 137,"La Convención deberá redactar y aprobar una propuesta de texto de Nueva Constitución en el plazo máximo de nueve meses, contado desde su instalación, el que podrá prorrogarse, por una sola vez, por tres meses."
745,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 137,"La mencionada prórroga podrá ser solicitada por quien ejerza la Presidencia de la Convención o por un tercio de sus miembros, con una anticipación no superior a quince días ni posterior a los cinco días previos al vencimiento del plazo de nueve meses. Presentada la solicitud, se citará inmediatamente a sesión especial, en la cual la Presidencia deberá dar cuenta pública de los avances en la elaboración de la propuesta de texto de Nueva Constitución, con lo cual se entenderá prorrogado el plazo sin más trámite. De todas estas circunstancias deberá quedar constancia en el acta respectiva. El plazo de prórroga comenzará a correr el día siguiente a aquel en que venza el plazo original."
746,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 137,"Una vez redactada y aprobada la propuesta de texto de Nueva Constitución por la Convención, o vencido el plazo o su prórroga, la Convención se disolverá de pleno derecho."
747,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 138,De las normas transitorias.
748,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 138,La Convención podrá establecer disposiciones especiales de entrada en vigencia de alguna de las normas o capítulos de la Nueva Constitución.
749,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 138,"La Nueva Constitución no podrá poner término anticipado al período de las autoridades electas en votación popular, salvo que aquellas instituciones que integran sean suprimidas u objeto de una modificación sustancial."
750,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 138,La Nueva Constitución deberá establecer el modo en que las otras autoridades que esta Constitución establece cesarán o continuarán en sus funciones.
751,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 139,De la integración de la Convención Mixta Constitucional.
752,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 139,"La Convención Mixta Constitucional estará integrada por 172 miembros, de los cuales 86 corresponderán a ciudadanos electos especialmente para estos efectos y 86 parlamentarios que serán elegidos por el Congreso Pleno, conformado por todos los senadores y diputados en ejercicio, los que podrán presentar listas o pactos electorales, y se elegirán de acuerdo al sistema establecido en el artículo 121 del decreto con fuerza de ley Nº 2, del año 2017, del Ministerio Secretaría General de la Presidencia, que fija el texto refundido, coordinado y sistematizado de la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en lo que refiere a la elección de diputados."
753,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Del sistema electoral de la Convención Mixta Constitucional.
754,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,"En el caso de los Convencionales Constituyentes no parlamentarios, estos serán elegidos de acuerdo a las reglas consagradas en el artículo 121 del decreto con fuerza de ley Nº 2, del año 2017, del Ministerio Secretaría General de la Presidencia, que fija el texto refundido, coordinado y sistematizado de la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en su texto vigente al 25 de junio del 2020 y serán aplicables los artículos 187 y 188 del mismo cuerpo legal, con las siguientes modificaciones:"
755,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 1º que elegirá 2 Convencionales Constituyentes;
756,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 2º que elegirá 2 Convencionales Constituyentes;
757,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 3º que elegirá 3 Convencionales Constituyentes;
758,Capítulo XV,REFORMA DE LA CONSTITUCIÓN Y DEL PROCEDIMIENTO PARA ELABORAR UNA NUEVA CONSTITUCIÓN DE LA REPÚBLICA,Artículo 140,Distrito 4º que elegirá 3 Convencionales Constituyentes;
